bgId,Latitude,Longitude
90035021002,41.7641689,-72.672793
90035002001,41.7507381,-72.6739437
90035004001,41.7552468,-72.6736732
90034901003,41.679131,-72.657462
90034901003,41.68119037,-72.65722275
90135303011,41.8605504,-72.4852844
90035021002,41.7657826,-72.671188
90035039003,41.8035433,-72.6952018
90035023002,41.7366406,-72.6752705
90035021002,41.7662494,-72.6721913
90035021002,41.7621372,-72.6738536
90035147004,41.7734587,-72.5234559
90034946002,41.702555,-72.7349424
90035104003,41.7704836,-72.6425725
90035143005,41.782308,-72.511359
90035021001,41.7654493,-72.6738219
90034971001,41.765911,-72.716756
90035031004,41.767984,-72.7017329
90034971003,41.7638419,-72.735387
90035042002,41.766451,-72.7070611
90035021001,41.7685332,-72.6748402
90035012002,41.7975413,-72.6762124
90034965001,41.7601021,-72.7480325
90035025002,41.7299454,-72.668973
90035245022,41.7744011,-72.7001669
90035018003,41.7784529,-72.6856811
90034053003,41.6894292,-72.8997127
90035246004,41.766781,-72.689567
90035021001,41.7671767,-72.6760432
90035031001,41.7684241,-72.6984311
90035023002,41.7357638,-72.6791587
90035042002,41.7657139,-72.7062054
90034174002,41.7109307,-72.7631827
90034962004,41.725823,-72.757366
90034763001,41.9176946,-72.6639621
90035246002,41.769703,-72.6869808
90035021002,41.765651,-72.672417
90035245021,41.7667634,-72.7162071
90035144003,41.780155,-72.522028
90075417002,41.5566673,-72.6464728
90035042002,41.7657075,-72.7047149
90034969006,41.7604132,-72.7406465
90035028001,41.7563245,-72.68432
90035247003,41.7402957,-72.7133644
90075411002,41.564058,-72.6522888
90035021001,41.7664945,-72.673198
90035015002,41.784073,-72.6883559
90035151021,41.7611547,-72.5633681
90035141021,41.806617,-72.5376458
90075702002,41.6179487,-72.664959
90035001001,41.7449352,-72.6791436
90035018003,41.777999,-72.684806
90035021002,41.762069,-72.67397
90075703001,41.6002283,-72.6471382
90035031003,41.7649656,-72.6976102
90034156001,41.6572899,-72.7771482
90034163002,41.673179,-72.773798
90034174001,41.7119802,-72.7697158
90035023005,41.7352554,-72.6899754
90035031004,41.7687192,-72.7028342
90034171001,41.667872,-72.783297
90034168001,41.690455,-72.776389
90035028002,41.7572967,-72.6919717
90035021002,41.7601487,-72.6752606
90035021002,41.7654645,-72.6725213
90034969003,41.7579299,-72.7224296
90035040003,41.7939275,-72.6991769
90039800001,41.9388735,-72.6860314
90035003001,41.7592285,-72.6758941
90034963003,41.74876,-72.741118
90035245022,41.7774043,-72.7004591
90035151021,41.7782786,-72.5763852
90035005001,41.7605061,-72.6733953
90035247003,41.7382423,-72.7112938
90035245011,41.7654225,-72.7120505
90034601001,41.7304054,-72.7906181
90034969006,41.7607788,-72.7389617
90035028002,41.7571743,-72.6906237
90035247003,41.7397514,-72.7132892
90035114002,41.7990729,-72.5949811
90035108002,41.7341926,-72.6256698
90035015001,41.7888551,-72.6843909
90035043001,41.7474625,-72.7121954
90035039001,41.7992997,-72.7068081
90035033001,41.7728999,-72.698625
90034712002,41.8158271,-72.7133565
90035002001,41.75183,-72.6744205
90034946002,41.7016102,-72.7405119
90034808001,41.9886978,-72.5334209
90035143004,41.77918152,-72.51302301
90035021002,41.7675072,-72.6726759
90035003002,41.75374161,-72.68221557
90035246001,41.7748728,-72.694169
90034154002,41.6649048,-72.7597379
90035033001,41.7718958,-72.6958538
90035244001,41.79614005,-72.66372442
90034972002,41.7825669,-72.73119
90034903024,41.633199,-72.6881405
90035021002,41.7639122,-72.6706299
90034971004,41.7632578,-72.7368854
90035246004,41.7676885,-72.6875665
90034975001,41.787867,-72.74417192
90035021002,41.7669221,-72.6726971
90035244001,41.80016781,-72.66079813
90034973005,41.7979576,-72.7231599
90034875003,41.8191686,-72.5876596
90034961002,41.729976,-72.731299
90035049001,41.7574404,-72.70226
90035033001,41.7730183,-72.6965654
90035021002,41.7620691,-72.6739704
90035014002,41.7789101,-72.6865099
90035042001,41.7669541,-72.7053985
90035021002,41.7654989,-72.6730238
90035021002,41.7625976,-72.6734318
90035021002,41.7644402,-72.6707858
90035014001,41.7818021,-72.6951772
90035021001,41.7672323,-72.6753466
90035247003,41.7421124,-72.7125614
90035104004,41.7732827,-72.6350698
90035246004,41.7641608,-72.6896511
90035104002,41.782091,-72.6131083
90035104003,41.768327,-72.643635
90035021002,41.7662654,-72.6719628
90034172001,41.6881149,-72.7698523
90035105001,41.7661997,-72.6014505
90035021002,41.7660852,-72.6726773
90117141012,41.580315,-72.33224
90034663003,41.8959146,-72.821113
90034056004,41.6646347,-72.9626148
90135261022,41.654689,-72.4226039
90035042002,41.7673198,-72.7025296
90035025002,41.7321009,-72.6731285
90034809002,41.9852113,-72.5072375
90035021001,41.76545019,-72.67390609
90035141023,41.798311,-72.5465872
90035030001,41.7619435,-72.6873881
90035023001,41.7369316,-72.685433
90035015002,41.7885662,-72.6877048
90035003002,41.7530765,-72.6786669
90035244002,41.7869756,-72.6722511
90035021001,41.7683861,-72.6741182
90035015002,41.7836086,-72.6848543
90035042002,41.7652845,-72.7010661
90035009001,41.7845201,-72.674908
90035033002,41.7706684,-72.6943138
90035146005,41.7692923,-72.550813
90035021002,41.7681608,-72.6730444
90035027002,41.7447901,-72.6831352
90035031003,41.7660704,-72.7001067
90035023003,41.7316932,-72.6775503
90035014002,41.7804443,-72.6884722
90035244001,41.8000529,-72.6616167
90035049002,41.7487816,-72.7028674
90035042004,41.7621229,-72.7085179
90035021002,41.7628474,-72.6742548
90035043002,41.7518209,-72.7120165
90035244001,41.79622673,-72.6632899
90034171001,41.6676903,-72.7837539
90034975001,41.7901273,-72.7463156
90034969006,41.7612129,-72.7413333
90035029002,41.7597716,-72.6968263
90035247003,41.7360227,-72.7068961
90034961001,41.72557,-72.724501
90035247003,41.73661488,-72.70384465
90035028001,41.75421765,-72.68276786
90034165004,41.670536,-72.806186
90035049002,41.7487483,-72.6984599
90034941001,41.6877044,-72.7081577
90035024002,41.7388002,-72.6810136
90035107004,41.742462,-72.6331211
90035039005,41.8018701,-72.6918585
90053101001,41.8215496,-73.1085166
90035007001,41.7902684,-72.6610408
90034975001,41.786976,-72.744257
90035037001,41.784305,-72.7020995
90035142003,41.788563,-72.545133
90035021001,41.7663891,-72.675037
90034903023,41.6401315,-72.6863579
90035005002,41.7567232,-72.6753303
90035015002,41.7850996,-72.6841078
90035025002,41.7451675,-72.6665127
90034903023,41.6406082,-72.683058
90035021001,41.7664773,-72.673185
90091716003,41.550968,-72.807705
90034923004,41.7137574,-72.6974165
90034941002,41.6690333,-72.7213202
90034941002,41.6689627,-72.7172816
90035002001,41.7518002,-72.6746143
90034641023,41.8234976,-72.8844372
90035247003,41.739758,-72.713654
90034974001,41.7838632,-72.7453788
90035012002,41.7967732,-72.6762841
90035042002,41.7676483,-72.7005069
90035106003,41.7543941,-72.6440665
90035003002,41.7524,-72.682937
90034735011,41.879697,-72.7032871
90135302001,41.8656159,-72.4424523
90035107004,41.7429708,-72.6322192
90035106001,41.7538424,-72.6408787
90035149001,41.7851434,-72.4960804
90035104001,41.779023,-72.6144852
90035146005,41.7681326,-72.5510932
90035151011,41.7642901,-72.526195
90034712002,41.8072488,-72.7004071
90034926001,41.6976462,-72.6572016
90076702002,41.2796204,-72.3914538
90035021001,41.76697623,-72.67640054
90034735011,41.8751737,-72.7142927
90035035001,41.7799103,-72.6912032
90035014001,41.78054682,-72.69107223
90035003002,41.7556054,-72.6766505
90035003002,41.75627591,-72.67687261
90035014001,41.7829401,-72.6916208
90035040001,41.7998537,-72.6939694
90035017001,41.7757133,-72.6830879
90035025002,41.7445557,-72.6648825
90035021002,41.76246122,-72.67986059
90035147001,41.772654,-72.517187
90035144005,41.7768872,-72.5330747
90135303023,41.8295567,-72.4782796
90034641013,41.8246868,-72.8862989
90034942011,41.674179,-72.7297763
90035244001,41.79516491,-72.66654074
90035030001,41.7579209,-72.6823472
90035012002,41.79218064,-72.68135726
90035007001,41.790928,-72.6634503
90034737007,41.8216996,-72.6557278
90035028001,41.757514,-72.683082
90035025002,41.7466488,-72.6717266
90035105001,41.7644357,-72.6127182
90034156001,41.6601375,-72.7800456
90034166002,41.6665811,-72.8051941
90053061002,41.8655587,-72.9581091
90035031002,41.7663229,-72.6958567
90034921002,41.7126351,-72.6530591
90035031004,41.7689669,-72.6999613
90034901003,41.6735324,-72.6457451
90035029002,41.7591873,-72.698566
90035031005,41.7680957,-72.6940867
90035043001,41.7518237,-72.7085682
90034969007,41.7628939,-72.7372373
90035021002,41.76559983,-72.67308533
90035005001,41.7612239,-72.673972
90035018003,41.7784936,-72.6853807
90035039003,41.8063928,-72.6959196
90035246002,41.7685079,-72.6846604
90035247003,41.7397582,-72.7136542
90034946001,41.7166053,-72.7378989
90035021002,41.762325,-72.6756215
90034663003,41.903601,-72.8186848
90035009001,41.780931,-72.673437
90034961003,41.7400567,-72.7228265
90035108001,41.7489656,-72.6425026
90034970001,41.7754276,-72.7181659
90138501001,41.796125,-72.358229
90035040001,41.8001934,-72.6910359
90035042003,41.7666728,-72.7082037
90035106003,41.7606511,-72.6435265
90035246004,41.7678692,-72.6924027
90034174001,41.711878,-72.7711811
90034601002,41.7164348,-72.764285
90034969002,41.7591909,-72.7161851
90035007001,41.7996385,-72.6560671
90035005002,41.7564456,-72.6749258
90034962001,41.73255,-72.7326634
90035043001,41.7517533,-72.7086261
90035031003,41.7642037,-72.7001925
90035012002,41.7912592,-72.6808534
90035003001,41.7593492,-72.6776579
90035024003,41.7396653,-72.6722671
90034977002,41.7552949,-72.768233
90035103001,41.7941794,-72.6230978
90035244001,41.7997495,-72.6608784
90091710001,41.535165,-72.801202
90035151021,41.7812366,-72.5787175
90035243001,42.0296808,-72.531056
90035021002,41.7659448,-72.6690713
90035003001,41.7606946,-72.6791352
90034941004,41.6805492,-72.7125037
90035029002,41.7597168,-72.6973169
90035021002,41.7611426,-72.6820205
90035005001,41.7605908,-72.6733724
90034923004,41.7190632,-72.6932289
90035021002,41.7612287,-72.6716833
90035042002,41.76412178,-72.70699382
90034602021,41.7399258,-72.7937696
90035001002,41.7474129,-72.6758582
90035203022,41.713533,-72.608378
90034735023,41.895294,-72.653767
90034713003,41.81343623,-72.74582684
90035012001,41.7843373,-72.6758162
90035023001,41.7357986,-72.6864908
90035027002,41.7464931,-72.6848572
90034601001,41.73081722,-72.79041835
90034962004,41.7230942,-72.7617619
90034601002,41.7161836,-72.7655039
90035103001,41.7943077,-72.6233799
90035003002,41.7571963,-72.6757822
90035245011,41.765525,-72.7145789
90035007001,41.7874779,-72.6629836
90034681021,41.957952,-72.796806
90035246004,41.7683073,-72.6852533
90135281001,41.759778,-72.3986259
90035015002,41.7869966,-72.6857746
90035021002,41.76554,-72.6808966
90034961001,41.7253224,-72.717326
90034054023,41.6581294,-72.9089617
90035021002,41.76530615,-72.67312825
90035102001,41.7737964,-72.6443021
90035021002,41.764791,-72.6688258
90035112003,41.7789255,-72.5916116
90035030001,41.763062,-72.6865189
90035021001,41.7664062,-72.673455
90035033002,41.7729045,-72.6930946
90034963003,41.7519191,-72.7434165
90035002001,41.7510245,-72.6786297
90135305002,41.8085353,-72.4731054
90035002001,41.7490192,-72.6792328
90035002001,41.7498932,-72.6791964
90035021002,41.76209309,-72.67448545
90034162001,41.6828951,-72.7719073
90034171001,41.6635289,-72.7790701
90035031003,41.7673873,-72.6976541
90034601001,41.7307985,-72.7902844
90035031002,41.7644823,-72.6950297
90035021002,41.7614907,-72.675027
90035002001,41.7495966,-72.6793447
90035002001,41.7473563,-72.6832626
90035042002,41.7662034,-72.7061959
90034966001,41.7547051,-72.7651839
90034163002,41.672002,-72.775024
90034053001,41.6956113,-72.9028487
90135304002,41.85296469,-72.44242609
90035146005,41.7684139,-72.5517258
90035144001,41.7947571,-72.5236128
90035021002,41.7625975,-72.6734305
90035102002,41.767982,-72.645174
90034971001,41.765703,-72.720711
90034974001,41.785301,-72.7461734
90035031004,41.7706566,-72.7027877
90035021002,41.7601946,-72.6767288
90034153002,41.664912,-72.767151
90034057002,41.6746263,-72.9509098
90035106001,41.7555423,-72.6363494
90034713003,41.8197269,-72.7377365
90034711003,41.8010008,-72.6867877
90035043001,41.7463119,-72.7141592
90034158001,41.667742,-72.7856053
90034153001,41.6666213,-72.7701942
90035015001,41.7883932,-72.683242
90035021002,41.7733606,-72.6770652
90035151021,41.7616297,-72.5616756
90035021002,41.7670339,-72.6727638
90035003001,41.7590227,-72.6778055
90034944002,41.6947015,-72.7188328
90035143005,41.783268,-72.509243
90035114001,41.78710084,-72.60800396
90035013002,41.7853128,-72.679546
90035012002,41.79502918,-72.67799352
90035026002,41.7365495,-72.6897547
90035018002,41.7773041,-72.683186
90035040001,41.8000519,-72.6945989
90035031004,41.7702818,-72.6997106
90034738002,41.8076356,-72.6574801
90035005002,41.7582128,-72.6749134
90034875002,41.8135295,-72.5467321
90035038001,41.7892775,-72.7090444
90035141021,41.8061651,-72.5442926
90035021001,41.7690578,-72.6785551
90035104004,41.7724387,-72.6414641
90035023001,41.7430399,-72.6827523
90035245011,41.7649579,-72.7145563
90035009001,41.7840657,-72.6751286
90035108002,41.7386813,-72.631286
90034622013,41.8067812,-72.8418695
90034001002,41.6138304,-72.7449914
90034156002,41.6565285,-72.7794471
90035027001,41.7476364,-72.6850679
90035017001,41.7733658,-72.6809692
90035145004,41.7747207,-72.5487657
90035024002,41.73749,-72.6759158
90035101001,41.7855699,-72.6355231
90035245021,41.7657329,-72.7152507
90035021002,41.7625336,-72.6722132
90035007001,41.787613,-72.6621658
90035113003,41.7801314,-72.6097609
90034926001,41.6914794,-72.6545297
90034171001,41.6718773,-72.7802321
90035048001,41.7348718,-72.69428
90034961002,41.7256327,-72.7317731
90035104004,41.7743449,-72.6328668
90034875003,41.8192344,-72.5875051
90035021002,41.7663249,-72.6705607
90034158001,41.668649,-72.7870279
90035021001,41.766376,-72.6760167
90034663002,41.876511,-72.8003393
90034051002,41.6762637,-72.9360907
90035021001,41.7662144,-72.6777804
90035042003,41.7669513,-72.7084354
90035203022,41.722184,-72.624833
90035141024,41.8038066,-72.507328
90035043001,41.7476363,-72.7129797
90035002001,41.7525972,-72.677735
90035031002,41.7655442,-72.6953936
90035003002,41.75513408,-72.68064891
90034974001,41.784697,-72.7454307
90035246002,41.769331,-72.6862569
90035146003,41.7647358,-72.5414117
90034901003,41.66985483,-72.64344558
90034977001,41.791466,-72.770433
90034872022,41.8581326,-72.5027704
90035007001,41.7876322,-72.6621761
90035007001,41.7985243,-72.6567085
90035021002,41.7618367,-72.6808641
90035021002,41.76696423,-72.67294049
90035031005,41.76788447,-72.69412458
90034662021,41.87063699,-72.82201499
90034971002,41.7661797,-72.7278307
90035029001,41.7581518,-72.6918726
90035012001,41.7900899,-72.6798899
90035244001,41.7965174,-72.6630028
90034977002,41.7551862,-72.7665105
90035021002,41.7647044,-72.6735033
90035021002,41.7623452,-72.6709805
90034974001,41.7840007,-72.7476758
90035040002,41.7884126,-72.6984806
90035103001,41.7940625,-72.6231119
90034681011,41.9909801,-72.808273
90035246002,41.7692894,-72.6868354
90035025002,41.7480737,-72.6627508
90035003001,41.7597427,-72.6753432
90034971004,41.7623627,-72.7415606
90034975001,41.7938351,-72.7467831
90035012001,41.78996886,-72.68148601
90035033001,41.7734113,-72.6940377
90034171002,41.6645589,-72.780444
90035246004,41.7684904,-72.6894704
90034974001,41.7827023,-72.7396262
90034166002,41.668834,-72.8050019
90035103003,41.7853636,-72.6327521
